0.0400	0.023
0.0800	0.000
0.1200	0.000
0.1600	0.000
0.2000	0.000
0.2400	-0.047
0.2800	-0.047
0.3200	0.164
0.3600	0.398
0.4000	0.328
0.4400	0.398
0.4800	0.305
0.5200	0.375
0.5600	0.352
0.6000	0.328
0.6400	0.375
0.6800	0.328
0.7200	0.375
0.7600	0.328
0.8000	0.375
0.8400	0.305
0.8800	0.352
0.9200	0.305
0.9600	0.375
1.0000	0.328
1.0400	0.375
1.0800	0.352
1.1200	0.352
1.1600	0.375
1.2000	0.352
1.2400	0.352
1.2800	0.281
1.3200	0.398
1.3600	0.281
1.4000	0.422
1.4400	0.328
1.4800	0.328
1.5200	0.375
1.5600	0.305
1.6000	0.422
1.6400	0.328
1.6800	0.305
1.7200	0.375
1.7600	0.328
1.8000	0.352
1.8400	0.352
1.8800	0.352
1.9200	0.445
1.9600	0.281
2.0000	0.328
2.0400	0.305
2.0800	0.305
2.1200	0.352
2.1600	0.469
2.2000	0.352
2.2400	0.352
2.2800	0.328
2.3200	0.281
2.3600	0.398
2.4000	0.375
2.4400	0.305
2.4800	0.328
2.5200	0.305
2.5600	0.422
2.6000	-5.508
2.6400	-15.046
2.6800	-0.703
2.7200	-0.141
2.7600	0.773
2.8000	0.164
2.8400	0.352
2.8800	0.516
2.9200	0.117
2.9600	0.539
3.0000	0.258
3.0400	0.375
3.0800	0.000
3.1200	-2.086
3.1600	0.328
3.2000	0.117
3.2400	0.469
3.2800	0.328
3.3200	0.023
3.3600	-0.773
3.4000	0.070
3.4400	0.328
3.4800	0.094
3.5200	-0.375
3.5600	0.117
3.6000	0.141
3.6400	-0.094
3.6800	-0.047
3.7200	0.070
3.7600	-0.023
3.8000	0.000
3.8400	0.000
3.8800	0.000
3.9200	0.000
3.9600	0.000
4.0000	0.000
4.0400	0.023
4.0800	-0.023
4.1200	0.023
4.1600	0.000
4.2000	-0.023
4.2400	0.023
4.2800	0.000
