0,9.63
10,8.86
20,8
30,7.23
40,6.63
50,6
60,5.44
70,4.9
80,4.4
90,4
100,3.62
110,3.3
120,2.98
130,2.7
140,2.46
150,2.23
160,2.02
170,1.83
180,1.66
190,1.5
200,1.37
210,1.24
220,1.12
230,1.02
240,0.93
250,0.84
260,0.82
270,0.77
280,0.64
290,0.55
300,0.47
310,0.43
320,0.39
330,0.35
340,0.32
350,0.29
360,0.26
370,0.24
380,0.22
390,0.2
400,0.18
410,0.16
420,0.14
430,0.13
440,0.12
450,0.11
460,0.1
470,0.09
480,0.08
490,0.07
500,0.06
510,0.05
520,0.04
530,0.04
540,0.03
550,0.02
